"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Scraped At,Website,Phone,Social Medias,Facebook,Instagram,Twitter,Emails
ypid:YNE8C1DEAC7325AA1C,Altair Restaurant NYC,"351 W 38th St, New York, NY 10018",https://www.bing.com/th?id=OLC.qx99WfEx5D3OaQ480x360&pid=Local,https://www.bing.com/maps?cp=40.75571823120117%7E-73.99372863769531&lvl=17.0&q=Altair%20Restaurant%20NYC%20%2C%20351%20W%2038th%20St%2C%20New%20York%2C%20NY%2010018,40.75571823,-73.99372864,4.5,Yelp (181),American (new) restaurant,Closed · Opens 07:00,2026-08-26T07:02:54.615Z,https://www.altairnyc.com/,(929) 561-6131,"{""instagram"":""https://www.instagram.com/altairnyc"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp""}",-- No Data --,https://www.instagram.com/altairnyc,-- No Data --,hello@altairnyc.com
ypid:YN14EDA9EC4FACB534,Hamburger America,"155 W Houston St, New York, NY 10012",https://www.bing.com/th?id=OLC.lVV719fflmGixg480x360&pid=Local,https://www.bing.com/maps?cp=40.72794723510742%7E-74.00247192382812&lvl=17.0&q=Hamburger%20America%20%2C%20155%20W%20Houston%20St%2C%20New%20York%2C%20NY%2010012,40.72794724,-74.00247192,4,Yelp (467),Burgers restaurant,Closed · Opens 11:00,2026-08-26T07:02:54.615Z,https://hamburgeramerica.com/,,"{""instagram"":""https://www.instagram.com/hamburger_america/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp""}",-- No Data --,https://www.instagram.com/hamburger_america/,-- No Data --,hi@hamburgeramerica.com
ypid:YN6C2AE12BCD6E83F5,Five Leaves,"18 Bedford Ave, Brooklyn, NY 11222",https://www.bing.com/th?id=OLC.GeN5FNZEL86ncA480x360&pid=Local,https://www.bing.com/maps?cp=40.7237548828125%7E-73.95164489746094&lvl=17.0&q=Five%20Leaves%20%2C%2018%20Bedford%20Ave%2C%20Brooklyn%2C%20NY%2011222,40.72375488,-73.9516449,4,Yelp (1843),American (new) restaurant,Closed · Opens 08:00,2026-08-26T07:02:54.616Z,https://fiveleavesny.com/,(718) 383-5345,"{""yelp"":""https://www.yelp.com/biz/five-leaves-brooklyn-2"",""facebook"":""https://www.facebook.com/pages/five-leaves/52023373198"",""instagram"":""https://instagram.com/fiveleavesny""}",https://www.facebook.com/pages/five-leaves/52023373198,https://instagram.com/fiveleavesny,-- No Data --,"fivepointstattoonyc@gmail.com,info@fiveleavesny.com,info@fifthavenue.nyc"
ypid:YN3911C67642B329FC,Gatsby's Landing,"120 W 44th St, New York, NY 10036",https://www.bing.com/th?id=OLC.SXby1HJIn2R2oQ480x360&pid=Local,https://www.bing.com/maps?cp=40.75640106201172%7E-73.98434448242188&lvl=17.0&q=Gatsby's%20Landing%20%2C%20120%20W%2044th%20St%2C%20New%20York%2C%20NY%2010036,40.75640106,-73.98434448,4.5,Yelp (254),American (new) restaurant,Closed · Opens 11:00,2026-08-26T07:02:54.616Z,http://gatsbyslanding.com/,(212) 597-2850,"{""facebook"":""https://www.facebook.com/gatsbyslanding/"",""instagram"":""https://www.instagram.com/gatsbyslanding/""}",https://www.facebook.com/gatsbyslanding/,https://www.instagram.com/gatsbyslanding/,-- No Data --,info@gatsbyslanding.com
ypid:YNF917C2FEAB4A1DC4,Union Square Cafe,"101 E 19th St, New York, NY 10003",https://www.bing.com/th?id=OLC.vDeZpKGjKmpMMg480x360&pid=Local,https://www.bing.com/maps?cp=40.73778533935547%7E-73.98786163330078&lvl=17.0&q=Union%20Square%20Cafe%20%2C%20101%20E%2019th%20St%2C%20New%20York%2C%20NY%2010003,40.73778534,-73.98786163,4,Yelp (1581),American (new) restaurant,Closed · Opens 11:30,2026-08-26T07:02:54.616Z,https://www.unionsquarecafe.com/menus/,(212) 243-4020,"{""facebook"":""https://www.facebook.com/unionsquarecafe/"",""twitter"":""https://twitter.com/unionsquarecafe"",""instagram"":""https://instagram.com/unionsquarecafe"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/union-square-cafe-new-york-8?start=20""}",https://www.facebook.com/unionsquarecafe/,https://instagram.com/unionsquarecafe,https://twitter.com/unionsquarecafe,"info@ushg.com,Legal@ushg.com,info@unionsquarecafe.com,press@ushgnyc.com,legal@ushg.com,events@unionsquarecafe.com,Smith@unionsquarecafe.com"
ypid:YNF284B18332DBA9FF,Yard House,"575 7th Ave, New York, NY 10018",https://www.bing.com/th?id=OLC.zqCe2+50oMQIWg480x360&pid=Local,https://www.bing.com/maps?cp=40.755001068115234%7E-73.98727416992188&lvl=17.0&q=Yard%20House%20%2C%20575%207th%20Ave%2C%20New%20York%2C%20NY%2010018,40.75500107,-73.98727417,4,Yelp (357),American (new) restaurant,Closed · Opens 11:00,2026-08-26T07:02:54.616Z,https://www.yardhouse.com/locations/ny/new-york/new-york-city-times-square/8389,(646) 434-2448,"{""yelp"":""https://www.yelp.com/biz/yard-house-new-york?start=20"",""facebook"":""https://www.facebook.com/109184788148551/"",""twitter"":""https://twitter.com/yardhouse"",""instagram"":""https://www.instagram.com/yardhouse"",""youtube"":""https://www.youtube.com/channel/uccvgtqse7vwj1h_8z3sym8g""}",https://www.facebook.com/109184788148551/,https://www.instagram.com/yardhouse,https://twitter.com/yardhouse,"dmurray@yardhouse.com,RealEstate@yardhouse.com,YHGuestRelations@darden.com,BeverageSupport@darden.com,info@daintydillo.com,Media@yardhouse.com,jdoe@yardhouse.com,yhguest@yardhouse.com,email@yardhouse.com,okiesyardhouse@gmail.com,jane@yardhouse.com"
ypid:YN6D155CE03A6FD690,Meadowsweet,"149 Broadway, Brooklyn, NY 11211",https://www.bing.com/th?id=OLC.zZZCohf/30Mj0Q480x360&pid=Local,https://www.bing.com/maps?cp=40.71044158935547%7E-73.9631118774414&lvl=17.0&q=Meadowsweet%20%2C%20149%20Broadway%2C%20Brooklyn%2C%20NY%2011211,40.71044159,-73.96311188,4,Yelp (556),American (new) restaurant,Closed · Opens 15:00,2026-08-26T07:02:54.616Z,http://www.meadowsweetnyc.com/,(718) 384-0673,"{""instagram"":""https://www.instagram.com/meadowsweetnyc"",""twitter"":""https://twitter.com/meadowsweetnyc"",""facebook"":""https://facebook.com/meadowsweetnyc"",""yelp"":""https://www.yelp.com/biz/meadowsweet-brooklyn""}",https://facebook.com/meadowsweetnyc,https://www.instagram.com/meadowsweetnyc,https://twitter.com/meadowsweetnyc,"info@meadowsweetnyc.com,name@cpsymbol.com"
ypid:YN8F048AB5CF778266,TESSA,"349 Amsterdam Ave, New York, NY 10024",https://www.bing.com/th?id=OLC.9TOWif60T5WNEQ480x360&pid=Local,https://www.bing.com/maps?cp=40.78140640258789%7E-73.9792251586914&lvl=17.0&q=TESSA%20%2C%20349%20Amsterdam%20Ave%2C%20New%20York%2C%20NY%2010024,40.7814064,-73.97922516,4,Yelp (580),American (new) restaurant,Closed · Opens 11:00,2026-08-26T07:02:54.616Z,http://tessarestaurant.com/,(212) 390-1974,"{""yelp"":""https://www.yelp.com/biz/tessa-new-york?start=20"",""facebook"":""https://facebook.com/548327851858907"",""twitter"":""https://twitter.com/tessanyc1"",""instagram"":""https://instagram.com/tessarestaurant""}",https://facebook.com/548327851858907,https://instagram.com/tessarestaurant,https://twitter.com/tessanyc1,-- No Data --
ypid:YN52CA6621C774B47F,Elea,"217 W 85th St, New York, NY 10024",https://www.bing.com/th?id=OLC.Z8FvKMfnXi/phA480x360&pid=Local,https://www.bing.com/maps?cp=40.787574768066406%7E-73.97657012939453&lvl=17.0&q=Elea%20%2C%20217%20W%2085th%20St%2C%20New%20York%2C%20NY%2010024,40.78757477,-73.97657013,4.5,Yelp (413),Greek restaurant,Closed · Opens 17:00,2026-08-26T07:02:54.616Z,http://www.eleanyc.com/,(212) 369-9800,"{""instagram"":""https://www.instagram.com/elea_nyc"",""yelp"":""https://www.yelp.com/biz/el%c3%a9a-new-york""}",-- No Data --,https://www.instagram.com/elea_nyc,-- No Data --,info@eleanyc.com
ypid:YNB477B76CDD5057BA,The Reading Room,"16 E 46th St, New York, NY 10017",https://www.bing.com/th?id=OLC.rG0lpJb+lGG3DA480x360&pid=Local,https://www.bing.com/maps?cp=40.755401611328125%7E-73.97809600830078&lvl=17.0&q=The%20Reading%20Room%20%2C%2016%20E%2046th%20St%2C%20New%20York%2C%20NY%2010017,40.75540161,-73.97809601,4.5,Yelp (209),American (new) restaurant,Closed · Opens 07:00,2026-08-26T07:02:54.616Z,https://readingroomnyc.com/,(646) 396-2708,"{""facebook"":""https://www.facebook.com/110437174978910"",""instagram"":""https://www.instagram.com/thereadingroomnyc"",""yelp"":""https://www.yelp.com/biz/the-reading-room-new-york""}",https://www.facebook.com/110437174978910,https://www.instagram.com/thereadingroomnyc,-- No Data --,info@readingroomnyc.com
ypid:YN3FF89492976DBCBA,Bijan's,"81 Hoyt St, Brooklyn, NY 11201",https://www.bing.com/th?id=OLC.K1D/wBjWxw7fVA480x360&pid=Local,https://www.bing.com/maps?cp=40.6879768371582%7E-73.98673248291016&lvl=17.0&q=Bijan's%20%2C%2081%20Hoyt%20St%2C%20Brooklyn%2C%20NY%2011201,40.68797684,-73.98673248,4,Yelp (764),American (new) restaurant,Closed · Opens 11:00,2026-08-26T07:02:54.616Z,http://www.bijansbrooklyn.com/,(718) 855-5574,"{""facebook"":""https://www.facebook.com/bijansbklyn/"",""twitter"":""https://www.twitter.com/bijansbrooklyn"",""instagram"":""https://www.instagram.com/bijansnyc"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/bijans-brooklyn-2?start=60""}",https://www.facebook.com/bijansbklyn/,https://www.instagram.com/bijansnyc,https://www.twitter.com/bijansbrooklyn,bijansnyc@gmail.com
ypid:YN5B8E7632D70412F6,Oscar Wilde,"45 W 27th St, New York, NY 10001",https://www.bing.com/th?id=OLC.8anHZdw9CjdtVg480x360&pid=Local,https://www.bing.com/maps?cp=40.74513244628906%7E-73.9900131225586&lvl=17.0&q=Oscar%20Wilde%20%2C%2045%20W%2027th%20St%2C%20New%20York%2C%20NY%2010001,40.74513245,-73.99001312,4,Yelp (1732),American (new) restaurant,Closed · Opens 14:00,2026-08-26T07:02:54.617Z,http://oscarwildenyc.com/,(212) 213-3066,"{""facebook"":""https://www.bing.com/images/search?view=detailv2&ccid=ebdklcw/&id=0bb3b12563a58ec14bd8d6d52e17f332a0c8b912&thid=oip.ebdklcw_-ciut8o_z1blcahadt&mediaurl=https://images.squarespace-cdn.com/content/v1/5845a812893fc0759873e11b/1502202202640-ie4t6ihbkd2rdncrwhyf/o-oscar-wilde-facebook.jpg&q=oscar wilde 45 w 27th st, new york, ny 10001&ck=5f6186585057791120b64db17063bb9f&idpp=rc&idpview=singleimage&form=rc2idp"",""twitter"":""https://twitter.com/oscarwildenyc"",""instagram"":""https://www.instagram.com/oscarwildenyc"",""yelp"":""https://www.yelp.com/biz/oscar-wilde-new-york-2?start=40""}","https://www.bing.com/images/search?view=detailv2&ccid=ebdklcw/&id=0bb3b12563a58ec14bd8d6d52e17f332a0c8b912&thid=oip.ebdklcw_-ciut8o_z1blcahadt&mediaurl=https://images.squarespace-cdn.com/content/v1/5845a812893fc0759873e11b/1502202202640-ie4t6ihbkd2rdncrwhyf/o-oscar-wilde-facebook.jpg&q=oscar wilde 45 w 27th st, new york, ny 10001&ck=5f6186585057791120b64db17063bb9f&idpp=rc&idpview=singleimage&form=rc2idp",https://www.instagram.com/oscarwildenyc,https://twitter.com/oscarwildenyc,info@meddax24.de
ypid:YN6DAFC6A9D1B4DD52,Tanoreen,"7523 3rd Ave, Brooklyn, NY 11209",https://www.bing.com/th?id=OLC.1Nf1Dr8tp/sKdg480x360&pid=Local,https://www.bing.com/maps?cp=40.630767822265625%7E-74.0277099609375&lvl=17.0&q=Tanoreen%20%2C%207523%203rd%20Ave%2C%20Brooklyn%2C%20NY%2011209,40.63076782,-74.02770996,4,Yelp (1106),Restaurant,Closed · Opens 12:00,2026-08-26T07:02:54.617Z,http://www.tanoreen.com/,(718) 748-5600,"{""facebook"":""https://www.facebook.com/tanoreen/"",""twitter"":""https://twitter.com/tanoreen"",""instagram"":""https://www.instagram.com/tanoreen/""}",https://www.facebook.com/tanoreen/,https://www.instagram.com/tanoreen/,https://twitter.com/tanoreen,"info@tanoreen.com,alex@foodstrolls.com"
ypid:YN4D3CF2FBDDA30504,Renaissance restaurant,"2245 Adam Clayton Powell Jr Blvd, New York, NY 10027",https://www.bing.com/th?id=OLC.gcYGsXdB99YSlg480x360&pid=Local,https://www.bing.com/maps?cp=40.813358306884766%7E-73.94469451904297&lvl=17.0&q=Renaissance%20restaurant%20%2C%202245%20Adam%20Clayton%20Powell%20Jr%20Blvd%2C%20New%20York%2C%20NY%2010027,40.81335831,-73.94469452,4,Yelp (461),American (new) restaurant,Closed · Opens 09:00,2026-08-26T07:02:54.617Z,https://renaissance-harlem.com/,(646) 838-7604,"{""twitter"":""https://www.twitter.com/132renaissance"",""instagram"":""https://www.instagram.com/renaissancebistro132ndstreet?igsh=mwd5z2plndq2cng2oq=="",""yelp"":""https://www.yelp.com/biz/renaissance-harlem-new-york""}",-- No Data --,https://www.instagram.com/renaissancebistro132ndstreet?igsh=mwd5z2plndq2cng2oq==,https://www.twitter.com/132renaissance,RenaissanceHarleminfo@gmail.com
ypid:YN7AC3CB355F8DFDAF,The Cabin NYC,"205 E 4th St, New York, NY 10009",https://www.bing.com/th?id=OLC.2AfUZZUbuAO+8A480x360&pid=Local,https://www.bing.com/maps?cp=40.72399139404297%7E-73.9837875366211&lvl=17.0&q=The%20Cabin%20NYC%20%2C%20205%20E%204th%20St%2C%20New%20York%2C%20NY%2010009,40.72399139,-73.98378754,4,Yelp (733),American (new) restaurant,,2026-08-26T07:02:54.617Z,http://www.thecabinnyc.com/,(212) 777-0454,"{""facebook"":""https://www.facebook.com/231606727693580"",""instagram"":""https://www.instagram.com/thecabin_nyc"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp""}",https://www.facebook.com/231606727693580,https://www.instagram.com/thecabin_nyc,-- No Data --,-- No Data --
ypid:YN9A1FDFFA511257AE,"Four Twenty Five, a Jean-Georges Restaurant","425 Park Ave, New York, NY 10022",https://www.bing.com/th?id=OLC.lJnVEdQs8p626g480x360&pid=Local,https://www.bing.com/maps?cp=40.76055145263672%7E-73.97120666503906&lvl=17.0&q=Four%20Twenty%20Five%2C%20a%20Jean-Georges%20Restaurant%20%2C%20425%20Park%20Ave%2C%20New%20York%2C%20NY%2010022,40.76055145,-73.97120667,4,Yelp (69),American (new) restaurant,Closed · Opens 07:00,2026-08-26T07:02:54.617Z,https://www.425parkrestaurant.com/,(212) 751-6921,"{""instagram"":""https://www.instagram.com/425restaurant/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp""}",-- No Data --,https://www.instagram.com/425restaurant/,-- No Data --,export@biobase.com
ypid:YNA5B26D0831F28523,L'Adresse NoMad,"1184 Broadway, New York, NY 10001",https://www.bing.com/th?id=OLC.hs/DQcyvIciRcg480x360&pid=Local,https://www.bing.com/maps?cp=40.74551010131836%7E-73.98843383789062&lvl=17.0&q=L'Adresse%20NoMad%20%2C%201184%20Broadway%2C%20New%20York%2C%20NY%2010001,40.7455101,-73.98843384,4,Yelp (100),American (new) restaurant,Closed · Opens 11:30,2026-08-26T07:02:54.617Z,https://www.ladressenyc.com/,(212) 221-2510,"{""twitter"":""https://x.com/ladressenyc"",""facebook"":""https://www.facebook.com/ladressenyc"",""instagram"":""https://www.instagram.com/p/doduxmhdhvs/""}",https://www.facebook.com/ladressenyc,https://www.instagram.com/p/doduxmhdhvs/,https://x.com/ladressenyc,"info@ladressenyc.com,event@ladressenyc.com,info@ladresse.com"
ypid:YN70FA8629103F2E58,Lola's,"2 W 28th St, New York, NY 10001",https://www.bing.com/th?id=OLC.O/K6kl1iyxTjPg480x360&pid=Local,https://www.bing.com/maps?cp=40.74473571777344%7E-73.98771667480469&lvl=17.0&q=Lola's%20%2C%202%20W%2028th%20St%2C%20New%20York%2C%20NY%2010001,40.74473572,-73.98771667,4.5,Yelp (92),American (new) restaurant,Closed · Opens 17:00,2026-08-26T07:02:54.618Z,https://www.lolasnyc.com/,(646) 941-4787,"{""instagram"":""https://www.instagram.com/lolas.nyc""}",-- No Data --,https://www.instagram.com/lolas.nyc,-- No Data --,hello@lolasnyc.com
ypid:YN1DCEA9FB33FB57CA,Martha's,"25 12th St, Hoboken, NJ 07030",https://www.bing.com/th?id=OLC.MjfWJwHqG/hsDw480x360&pid=Local,https://www.bing.com/maps?cp=40.75067901611328%7E-74.02525329589844&lvl=17.0&q=Martha's%20%2C%2025%2012th%20St%2C%20Hoboken%2C%20NJ%2007030,40.75067902,-74.0252533,4,Yelp (68),American (new) restaurant,Closed · Opens 12:00,2026-08-26T07:02:54.618Z,https://www.marthashoboken.com/,(201) 798-2512,"{""instagram"":""https://www.instagram.com/marthashoboken/"",""facebook"":""https://www.facebook.com/profile.php?id=100091403902791"",""yelp"":""https://www.yelp.com/biz/martha-s-hoboken-2?adjust_creative=microsoft&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=microsoft""}",https://www.facebook.com/profile.php?id=100091403902791,https://www.instagram.com/marthashoboken/,-- No Data --,hello@marthashoboken.com
ypid:YNDE1681A8ABE22D6F,Otis,"18 Harrison Pl, Brooklyn, NY 11206",https://www.bing.com/th?id=OLC.iiy4THjY3/TGOQ480x360&pid=Local,https://www.bing.com/maps?cp=40.70606994628906%7E-73.9326171875&lvl=17.0&q=Otis%20%2C%2018%20Harrison%20Pl%2C%20Brooklyn%2C%20NY%2011206,40.70606995,-73.93261719,4.5,Yelp (613),American (new) restaurant,Closed · Opens 18:00,2026-08-26T07:02:54.618Z,http://www.otisbk.com/,(646) 886-0601,"{""instagram"":""https://www.instagram.com/otisbk/"",""facebook"":""https://www.facebook.com/otisbk18/"",""yelp"":""https://www.yelp.com/biz/otis-brooklyn-2?adjust_creative=microsoft&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=microsoft""}",https://www.facebook.com/otisbk18/,https://www.instagram.com/otisbk/,-- No Data --,info@otisbk.com
