"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Scraped At,Website,Phone,Social Medias,Facebook,Instagram,Twitter,Emails
ypid:YN83C01CA67D948187,Darbar Grill,"157 E 55th St, New York, NY 10022",https://www.bing.com/th?id=OLC.E04ry1kfhpMywQ480x360&pid=Local,https://www.bing.com/maps?cp=40.75931930541992%7E-73.96886444091797&lvl=17.0&q=Darbar%20Grill%20%2C%20157%20E%2055th%20St%2C%20New%20York%2C%20NY%2010022,40.75931931,-73.96886444,4,Yelp (703),Indian restaurant,,2026-08-26T07:14:58.357Z,https://darbargrill.com/,(212) 751-4600,"{""youtube"":""https://www.youtube.com/channel/ucvtft5is3le2xhvgagla4hw"",""instagram"":""https://www.instagram.com/darbargrillrestaurantnyc/"",""facebook"":""https://www.facebook.com/darbargrill"",""twitter"":""https://twitter.com/indiangrillnyc"",""yelp"":""https://www.yelp.com/biz/darbar-grill-new-york?hrid=74k6xt4hcpypt6bnnavz8g&utm_campaign=www_review_share_popup&utm_medium=copy_link&utm_source=(direct)""}",https://www.facebook.com/darbargrill,https://www.instagram.com/darbargrillrestaurantnyc/,https://twitter.com/indiangrillnyc,-- No Data --
ypid:YN346A9B83454E120B,Becco,"355 W 46th St, New York, NY 10036",https://www.bing.com/th?id=OLC.bGgt2rzszQKrdg480x360&pid=Local,https://www.bing.com/maps?cp=40.76081466674805%7E-73.9898452758789&lvl=17.0&q=Becco%20%2C%20355%20W%2046th%20St%2C%20New%20York%2C%20NY%2010036,40.76081467,-73.98984528,3.5,Yelp (3438),Italian restaurant,Closed · Opens 11:30,2026-08-26T07:14:58.357Z,http://www.becco-nyc.com/,(212) 397-7597,"{""facebook"":""https://www.facebook.com/becconyc/"",""twitter"":""https://twitter.com/becconyc"",""instagram"":""https://www.instagram.com/becconyc/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/becco-new-york-4?start=20""}",https://www.facebook.com/becconyc/,https://www.instagram.com/becconyc/,https://twitter.com/becconyc,"info@becconyc.com,tford@becconyc.com,info@lidiasitaly.com,info@bastianich.com,John@becco-nyc.com,privatedining@becco-nyc.com"
ypid:YN1F1806940F2BABD9,Socarrat Paella Bar - Chelsea,"259 W 19th St, New York, NY 10011",https://www.bing.com/th?id=OLC.vpozPCXrYC9cMQ480x360&pid=Local,https://www.bing.com/maps?cp=40.74275588989258%7E-73.99947357177734&lvl=17.0&q=Socarrat%20Paella%20Bar%20-%20Chelsea%20%2C%20259%20W%2019th%20St%2C%20New%20York%2C%20NY%2010011,40.74275589,-73.99947357,4,Yelp (1345),Spanish restaurant,Closed · Opens 16:00,2026-08-26T07:14:58.357Z,https://socarratnyc.com/chelsea/,(212) 462-1000,"{""instagram"":""https://instagram.com/socarratnyc"",""facebook"":""https://www.facebook.com/socarratnycchelsea/"",""twitter"":""https://twitter.com/socarratnyc"",""youtube"":""https://www.youtube.com/watch?v=mks8wrdgr4o"",""tiktok"":""https://www.tiktok.com/@socarratnyc"",""yelp"":""https://www.yelp.com/biz/socarrat-paella-bar-chelsea-new-york-3?start=80""}",https://www.facebook.com/socarratnycchelsea/,https://instagram.com/socarratnyc,https://twitter.com/socarratnyc,"info@socarratnyc.com,events@socarratnyc.com"
ypid:YNAB2815391A002F3C,ROBERT,"2 Columbus Cir, New York, NY 10019",https://www.bing.com/th?id=OLC.oT0CeFTgMLQhGA480x360&pid=Local,https://www.bing.com/maps?cp=40.76737594604492%7E-73.9819564819336&lvl=17.0&q=ROBERT%20%2C%202%20Columbus%20Cir%2C%20New%20York%2C%20NY%2010019,40.76737595,-73.98195648,4,Yelp (1150),American restaurant,Closed · Opens 12:00,2026-08-26T07:14:58.358Z,https://robertnyc.com/,(212) 299-7730,"{""instagram"":""https://www.instagram.com/robertrestaurant/"",""facebook"":""https://www.facebook.com/newyorkertour/videos/1%ef%b8%8f%e2%83%a3-lilliesvictorian-13-e-17th-st-new-york-ny-10003-249-w-49th-st-new-york-ny-10/255280330435543/"",""yelp"":""https://www.yelp.com/biz/robert-new-york-25?start=20"",""twitter"":""https://twitter.com/robertatmad""}",https://www.facebook.com/newyorkertour/videos/1%ef%b8%8f%e2%83%a3-lilliesvictorian-13-e-17th-st-new-york-ny-10003-249-w-49th-st-new-york-ny-10/255280330435543/,https://www.instagram.com/robertrestaurant/,https://twitter.com/robertatmad,"Web@robertnyc.com,info@arkrestaurants.com,jdoe@rmnyc.com,acecny@acecny.org,jdoe@robertnyc.com,robert@completebody.com"
ypid:YNE1E4100C3ECF71B5,Delhi Heights Indian Restaurant,"3766 74th St, Jackson Heights, NY 11372",https://www.bing.com/th?id=OLC.giDwjWzUFSBrgg480x360&pid=Local,https://www.bing.com/maps?cp=40.747100830078125%7E-73.89176177978516&lvl=17.0&q=Delhi%20Heights%20Indian%20Restaurant%20%2C%203766%2074th%20St%2C%20Jackson%20Heights%2C%20NY%2011372,40.74710083,-73.89176178,3.5,Yelp (351),Indian restaurant,Closed · Opens 12:00,2026-08-26T07:14:58.358Z,https://delhiheights.us/,(718) 507-1111,"{""facebook"":""https://www.facebook.com/pradhan.sambridi/posts/1976782575793070"",""instagram"":""https://www.instagram.com/delhiheightsnyc/"",""yelp"":""https://www.yelp.com/biz/delhi-heights-jackson-heights-2?start=200""}",https://www.facebook.com/pradhan.sambridi/posts/1976782575793070,https://www.instagram.com/delhiheightsnyc/,-- No Data --,"anikaaahin@gmail.com,prajwalmishra5@gmail.com,support@hungry4food.com,privacy@Hungry4food.com.com"
ypid:YN5398793837AC528C,Mantra,"806 Newark Ave, Jersey City, NJ 07306",https://www.bing.com/th?id=OLC.KY2/Nx3FjC6N+A480x360&pid=Local,https://www.bing.com/maps?cp=40.735809326171875%7E-74.06517028808594&lvl=17.0&q=Mantra%20%2C%20806%20Newark%20Ave%2C%20Jersey%20City%2C%20NJ%2007306,40.73580933,-74.06517029,4,Ubereats (500),Indian restaurant,Closed · Opens 07:30,2026-08-26T07:14:58.358Z,https://www.mantrajc.com/,(201) 333-8699,"{""facebook"":""https://www.facebook.com/mantrajerseycity/"",""instagram"":""https://www.instagram.com/p/cywwfjsaehm/"",""yelp"":""https://www.yelp.com/biz/mantra-jersey-city-2"",""twitter"":""https://twitter.com/mantrajc""}",https://www.facebook.com/mantrajerseycity/,https://www.instagram.com/p/cywwfjsaehm/,https://twitter.com/mantrajc,-- No Data --
ypid:YN88BB76A9E64DF89,Chez Oskar,"310 Malcolm X Blvd, Brooklyn, NY 11233",https://www.bing.com/th?id=OLC.68bMaXf6P1BNaQ480x360&pid=Local,https://www.bing.com/maps?cp=40.68218994140625%7E-73.92906951904297&lvl=17.0&q=Chez%20Oskar%20%2C%20310%20Malcolm%20X%20Blvd%2C%20Brooklyn%2C%20NY%2011233,40.68218994,-73.92906952,3.5,Yelp (636),French restaurant,Closed · Opens 11:00,2026-08-26T07:14:58.358Z,http://www.chezoskar.com/,(718) 852-6250,"{""facebook"":""https://www.facebook.com/groups/1540829742814181/"",""instagram"":""https://instagram.com/chezoskar"",""yelp"":""https://www.yelp.com/biz/chez-oskar-brooklyn""}",https://www.facebook.com/groups/1540829742814181/,https://instagram.com/chezoskar,-- No Data --,Chezoskar310@gmail.com
ypid:YN6E497CD3F7DD3A22,Central Park West Dentistry,"1881 Broadway, New York, NY 10023",https://www.bing.com/th?id=OLC.6uxEKslnY6QdOw480x360&pid=Local,https://www.bing.com/maps?cp=40.77097702026367%7E-73.9825210571289&lvl=17.0&q=Central%20Park%20West%20Dentistry%20%2C%201881%20Broadway%2C%20New%20York%2C%20NY%2010023,40.77097702,-73.98252106,4.5,Yelp (229),Dentist,Closed · Opens 08:00,2026-08-26T07:14:58.358Z,https://cpwdentistry.com/,(212) 579-8885,"{""facebook"":""https://www.facebook.com/cpwdentistry/"",""instagram"":""https://instagram.com/cpwdentistry/"",""yelp"":""https://www.yelp.com/biz/central-park-west-dentistry-new-york/""}",https://www.facebook.com/cpwdentistry/,https://instagram.com/cpwdentistry/,-- No Data --,"office@cpwdentistry.com,dr.gardner@cpwdentistry.com,Dr.Khalid@cpwdentistry.com,acomsplus@kisti.re.kr,doi@kisti.re.kr,dennis@drking.com.au,sapphire@cpwdentistry.com,malorie@cpwdentistry.com"
ypid:YNEC930474E6C82154,Jazba,"207 2nd Ave, New York, NY 10003",https://www.bing.com/th?id=OLC.LXZzG7NojMhjog480x360&pid=Local,https://www.bing.com/maps?cp=40.731689453125%7E-73.98583984375&lvl=17.0&q=Jazba%20%2C%20207%202nd%20Ave%2C%20New%20York%2C%20NY%2010003,40.73168945,-73.98583984,4.5,Yelp (201),Indian restaurant,Closed · Opens 17:00,2026-08-26T07:15:02.179Z,http://www.jazbanyc.com/,(646) 861-3343,"{""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""instagram"":""https://www.instagram.com/jazbanyc/""}",-- No Data --,https://www.instagram.com/jazbanyc/,-- No Data --,reservations@jazbanyc.com
ypid:YN6B01D55C584A1997,Leaf Dental,"18 Adams St, Brooklyn, NY 11201",https://www.bing.com/th?id=OLC.Pki42C7xh0B/Kw480x360&pid=Local,https://www.bing.com/maps?cp=40.703636169433594%7E-73.98917388916016&lvl=17.0&q=Leaf%20Dental%20%2C%2018%20Adams%20St%2C%20Brooklyn%2C%20NY%2011201,40.70363617,-73.98917389,4.5,Yelp (40),Dentist,Closed · Opens 07:00,2026-08-26T07:15:02.180Z,https://www.leafdental.com/,(718) 285-3035,"{""facebook"":""https://www.facebook.com/vera.makayan/posts/10220368252132127"",""instagram"":""https://instagram.com/leafdentaldumbo"",""youtube"":""https://kids.youtube.com/privacynotice"",""yelp"":""https://www.yelp.com/biz/leaf-dental-brooklyn""}",https://www.facebook.com/vera.makayan/posts/10220368252132127,https://instagram.com/leafdentaldumbo,-- No Data --,"info@leafdental.com,info@leafmedical.com"
ypid:YNE67F682FE1723BB7,Chelsea Dental Studio,"420 W 23rd St, New York, NY 10011",https://www.bing.com/th?id=OLC.NIGWYz+DSvZegA480x360&pid=Local,https://www.bing.com/maps?cp=40.74665069580078%7E-74.00239562988281&lvl=17.0&q=Chelsea%20Dental%20Studio%20%2C%20420%20W%2023rd%20St%2C%20New%20York%2C%20NY%2010011,40.7466507,-74.00239563,,,Dentist,Closed · Opens 09:00,2026-08-26T07:15:02.180Z,https://www.dentalstudiochelsea.com/,(212) 929-9200,"{""instagram"":""https://www.instagram.com/chelsea_dental_studio/"",""yelp"":""https://www.yelp.com/biz/suhail-shadoud-chelsea-dental-arts-new-york""}",-- No Data --,https://www.instagram.com/chelsea_dental_studio/,-- No Data --,info@dentalstudiochelsea.com
ypid:YN7E60162B0688298E,Gramercy Dental Center,"118 E 19th St, New York, NY 10003",https://www.bing.com/th?id=OLC.ZSiW2HCWce44TQ480x360&pid=Local,https://www.bing.com/maps?cp=40.737030029296875%7E-73.9869613647461&lvl=17.0&q=Gramercy%20Dental%20Center%20%2C%20118%20E%2019th%20St%2C%20New%20York%2C%20NY%2010003,40.73703003,-73.98696136,2.5,Yelp (37),Dentist,Closed · Opens 09:00,2026-08-26T07:15:02.180Z,https://gramercydentalcenter.com/,(332) 529-5689,"{""instagram"":""http://www.instagram.com/gramercydentalcenter"",""facebook"":""https://www.facebook.com/157814064765286/"",""yelp"":""https://www.yelp.com/biz/gramercy-dental-center-new-york"",""twitter"":""https://twitter.com/gramercydent""}",https://www.facebook.com/157814064765286/,http://www.instagram.com/gramercydentalcenter,https://twitter.com/gramercydent,"info@gramercydentalcenter.com,clickn@gabiacns.com"
ypid:YNF97D1CD173D46769,Yaar Indian Restaurant,"2255 31st St, Astoria, NY 11105",https://www.bing.com/th?id=OLC.g4k982HKgCEiMw480x360&pid=Local,https://www.bing.com/maps?cp=40.77482604980469%7E-73.91190338134766&lvl=17.0&q=Yaar%20Indian%20Restaurant%20%2C%202255%2031st%20St%2C%20Astoria%2C%20NY%2011105,40.77482605,-73.91190338,4.5,Yelp (483),Indian restaurant,Closed · Opens 11:30,2026-08-26T07:15:02.180Z,http://www.yaarindianrestaurant.com/,(718) 721-0205,"{""yelp"":""https://www.yelp.com/biz/yaar-indian-restaurant-astoria"",""facebook"":""https://www.facebook.com/yaar-indian-restaurant-484080571797405"",""instagram"":""https://www.instagram.com/yaarindianrestaurant""}",https://www.facebook.com/yaar-indian-restaurant-484080571797405,https://www.instagram.com/yaarindianrestaurant,-- No Data --,-- No Data --
ypid:YNEB18B74349D6D78A,Fabrika,"8024 Northern Blvd, Jackson Heights, NY 11372",https://www.bing.com/th?id=OLC.8OttR6vy4ikVTg480x360&pid=Local,https://www.bing.com/maps?cp=40.75517272949219%7E-73.88655090332031&lvl=17.0&q=Fabrika%20%2C%208024%20Northern%20Blvd%2C%20Jackson%20Heights%2C%20NY%2011372,40.75517273,-73.8865509,4,Yelp (64),Latin American restaurant,,2026-08-26T07:15:02.180Z,https://www.fabrikany.com/,(929) 300-3135,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YNB6BB3F280E1FC345,Gulab Indian Restaurant,"629 Palisade Ave, Cliffside Park, NJ 07010",https://www.bing.com/th?id=OLC.gjIwFrFVzY39Og480x360&pid=Local,https://www.bing.com/maps?cp=40.82407760620117%7E-73.98475646972656&lvl=17.0&q=Gulab%20Indian%20Restaurant%20%2C%20629%20Palisade%20Ave%2C%20Cliffside%20Park%2C%20NJ%2007010,40.82407761,-73.98475647,4.5,Yelp (64),Indian restaurant,Closed · Opens 11:30,2026-08-26T07:15:02.181Z,http://www.gulabnj.com/,(201) 282-4673,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN2336FBA8162AA826,The Dental Parlour,"434 E 57th St, New York, NY 10022",https://www.bing.com/th?id=OLC.p0KEEm1ZUwYSTg480x360&pid=Local,https://www.bing.com/maps?cp=40.757591247558594%7E-73.96192932128906&lvl=17.0&q=The%20Dental%20Parlour%20%2C%20434%20E%2057th%20St%2C%20New%20York%2C%20NY%2010022,40.75759125,-73.96192932,4.5,Yelp (27),Dentist,Closed · Opens 09:00,2026-08-26T07:15:02.181Z,https://dentalparlour.com/,(212) 371-7244,"{""instagram"":""https://www.instagram.com/dentalparlour/"",""yelp"":""https://www.yelp.com/biz/the-dental-parlour-new-york"",""facebook"":""https://www.facebook.com/dentalparlour/"",""twitter"":""https://twitter.com/dentalparlour""}",https://www.facebook.com/dentalparlour/,https://www.instagram.com/dentalparlour/,https://twitter.com/dentalparlour,info@dentalparlour.com
ypid:YNDF0E86AFDD55A75E,Neighborhood Dentistry PC.,"275 Avenue X, Brooklyn, NY 11223",https://www.bing.com/th?id=OLC.4J2BTj715ZzkcA480x360&pid=Local,https://www.bing.com/maps?cp=40.59099578857422%7E-73.97277069091797&lvl=17.0&q=Neighborhood%20Dentistry%20PC.%20%2C%20275%20Avenue%20X%2C%20Brooklyn%2C%20NY%2011223,40.59099579,-73.97277069,,,Dentist,Closed · Opens 10:00,2026-08-26T07:15:02.181Z,https://www.nycdental-dds.com/,(718) 645-7000,"{""facebook"":""https://www.facebook.com/profile.php?id=100047779911502&sk=reviews""}",https://www.facebook.com/profile.php?id=100047779911502&sk=reviews,-- No Data --,-- No Data --,-- No Data --
ypid:YNDFAA9D51FA49674A,Court Square Dentistry,"2424 Jackson Ave, Long Island City, NY 11101",https://www.bing.com/th?id=OLC.HlSseY0bEleFRg480x360&pid=Local,https://www.bing.com/maps?cp=40.74625015258789%7E-73.94415283203125&lvl=17.0&q=Court%20Square%20Dentistry%20%2C%202424%20Jackson%20Ave%2C%20Long%20Island%20City%2C%20NY%2011101,40.74625015,-73.94415283,2.5,Yelp (54),Dentist,Closed · Opens 10:00,2026-08-26T07:15:02.181Z,http://www.courtsquaredentistry.com/,(718) 392-0646,"{""instagram"":""https://instagram.com/ianmapesdds"",""facebook"":""https://www.facebook.com/maryann.matecki.3/posts/1791477860988932"",""yelp"":""https://www.yelp.com/biz/court-square-dentistry-long-island-city"",""twitter"":""https://twitter.com/ctsqdentistry"",""youtube"":""https://www.youtube.com/channel/uc0r8i4drqurt5ddwqd-ogaw""}",https://www.facebook.com/maryann.matecki.3/posts/1791477860988932,https://instagram.com/ianmapesdds,https://twitter.com/ctsqdentistry,"CourtSquareDentistry@gmail.com,ysquare.yeoni@gmail.com"
ypid:YND818B5022395EB1,"Lieberman and Barnett, DDS.","1670 Townsend Ave, Tremont, NY",https://www.bing.com/th?id=OLC.m0Fws1wJSNJ/Kg480x360&pid=Local,https://www.bing.com/maps?cp=40.845497131347656%7E-73.91283416748047&lvl=17.0&q=Lieberman%20and%20Barnett%2C%20DDS.%20%2C%201670%20Townsend%20Ave%2C%20Tremont%2C%20NY,40.84549713,-73.91283417,3,Yelp (2),Dentist,Open 24 hours,2026-08-26T07:15:02.182Z,https://distinguishedsmile.com/,(718) 514-7560,"{""facebook"":""https://www.facebook.com/lieberman-and-barnett-dds-353419805308944""}",https://www.facebook.com/lieberman-and-barnett-dds-353419805308944,-- No Data --,-- No Data --,-- No Data --
ypid:YNAD06963B631460EC,Elephant District,"9 Old Fulton St, Brooklyn, NY 11201",https://www.bing.com/th?id=OLC.tE90roxmtp0QUQ480x360&pid=Local,https://www.bing.com/maps?cp=40.70295333862305%7E-73.99376678466797&lvl=17.0&q=Elephant%20District%20%2C%209%20Old%20Fulton%20St%2C%20Brooklyn%2C%20NY%2011201,40.70295334,-73.99376678,4.5,Yelp (168),Thai restaurant,Closed · Opens 11:00,2026-08-26T07:15:06.029Z,https://www.elephantdistrict.com/,(845) 314-3606,"{""instagram"":""https://www.instagram.com/elephant.district/""}",-- No Data --,https://www.instagram.com/elephant.district/,-- No Data --,elephantdistrictbk@gmail.com
ypid:YNA5ECBAABBEE52C42,Blend LIC,"4704 Vernon Blvd, Long Island City, NY 11101",https://www.bing.com/th?id=OLC.E4q7a1jFvyAvDQ480x360&pid=Local,https://www.bing.com/maps?cp=40.74540710449219%7E-73.95343780517578&lvl=17.0&q=Blend%20LIC%20%2C%204704%20Vernon%20Blvd%2C%20Long%20Island%20City%2C%20NY%2011101,40.7454071,-73.95343781,4,Yelp (1091),Latin American restaurant,Closed · Opens 11:00,2026-08-26T07:15:06.030Z,https://www.blendlic.com/,(718) 729-2800,"{""facebook"":""https://www.facebook.com/blendlic"",""twitter"":""https://twitter.com/#!/blend_lic""}",https://www.facebook.com/blendlic,-- No Data --,https://twitter.com/#!/blend_lic,"info@blendnewyorkcity.com,santhoshraghav@rediffmail.com,vendas@blinda.com.br"
